ts,HE282_lw,HE283_lw,HE284_lw,HE285_lw,HE286_lw,HE287_lw,HE288_lw,HN119_lw,HN141_lw,HN151_lw,HN152_lw,HN153_lw,HN161_lw,HN162_lw,HN164_lw,HVO_lw,HVT_lw,MLO_lw,HE282_rh,HE283_rh,HE284_rh,HE285_rh,HE286_rh,HE287_rh,HE288_rh,HN119_rh,HN141_rh,HN151_rh,HN152_rh,HN153_rh,HN161_rh,HN162_rh,HN164_rh,HVO_rh,HVT_rh,MLO_rh,HE282_tmin,HE283_tmin,HE284_tmin,HE285_tmin,HE286_tmin,HE287_tmin,HN119_tmin,HN141_tmin,HN151_tmin,HN152_tmin,HN153_tmin,HN161_tmin,HN162_tmin,HN164_tmin,HVO_tmin,HVT_tmin,MLO_tmin,HE282_tmax,HE283_tmax,HE284_tmax,HE285_tmax,HE286_tmax,HE287_tmax,HN119_tmax,HN141_tmax,HN151_tmax,HN152_tmax,HN153_tmax,HN161_tmax,HN162_tmax,HN164_tmax,HVO_tmax,HVT_tmax,MLO_tmax
1998-11-19,,,,,,,,,,,,,,,,,,280.69,,,,,,,,96.406,,99.808,97.217,99.101,100.0,100.0,99.222,,,87.25,,,,,,,17.02,,9.706,6.45,3.357,6.283,8.11,11.28,,,2.9,,,,,,,,,12.59,10.11,7.184,9.3,10.53,12.86,,,7.5
1998-11-20,,,,,,,,,,,,,,,,,,276.77,,,,,,,,91.659,,95.283,87.838,88.475,99.071,100.0,99.254,,,75.042,,,,,,,17.22,,9.722,6.631,3.892,5.858,7.46,10.78,,,2.6,,,,,,,,,12.51,9.633,7.118,9.46,10.81,13.43,,,8.3
1998-11-21,,,,,,,,,,,,,,,,,,253.78,,,,,,,,94.014,,93.629,72.18,63.298,99.7,100.0,99.542,,,63.5,,,,,,,15.8,,9.655,6.909,3.961,6.661,8.23,10.89,,,1.9,,,,,,,,,14.06,12.94,8.989,8.76,10.16,12.82,,,10.2
1998-11-22,,,,,,,,,,,,,,,,,,251.37,,,,,,,,86.917,,49.75,25.881,29.66,82.868,100.0,99.68,,,38.542,,,,,,,15.49,,10.04,8.005,6.414,4.959,6.782,9.87,,,3.6,,,,,,,,,17.51,17.65,13.06,12.81,9.3,11.91,,,11.3
1998-11-23,,,,,,,,,,,,,,,,,,227.85,,,,,,,,88.04,,21.958,12.303,14.8,43.712,75.841,99.791,,,,,,,,,,14.24,,10.97,9.947,6.471,5.794,6.352,8.99,,,3.9,,,,,,,,,19.02,16.68,11.4,11.13,11.23,11.18,,,11.7
1998-11-24,,,,,,,,,,,,,,,,,,195.64,,,,,,,,83.319,,25.513,8.0085,10.038,10.656,58.428,95.927,,,11.208,,,,,,,14.08,,11.55,10.4,6.958,7.0,6.126,8.98,,,5.5,,,,,,,,,18.7,17.22,12.94,12.58,13.34,12.42,,,13.2
1998-11-25,,,,,,,,,,,,,,,,,,193.2,,,,,,,,89.052,,19.804,7.2738,8.3785,52.448,85.111,98.765,,,12.292,,,,,,,14.27,,12.48,9.846,6.899,4.811,5.795,9.45,,,3.8,,,,,,,,,19.07,16.29,11.53,12.1,12.4,12.19,,,13.1
1998-11-26,,,,,,,,,,,,,,,,,,193.54,,,,,,,,75.532,,38.575,27.792,32.776,38.563,64.345,95.442,,,8.125,,,,,,,13.77,,9.791,7.731,4.3,5.66,5.86,7.8,,,3.8,,,,,,,,,18.36,15.49,10.55,10.41,10.89,11.5,,,12.9
1998-11-27,,,,,,,,,,,,,,,,,,224.13,,,,,,,,90.815,,73.704,62.645,65.801,86.907,99.638,99.258,,,22.833,,,,,,,15.39,,9.803,6.486,3.881,5.49,6.341,10.06,,,5.8,,,,,,,,,15.26,15.66,11.46,9.17,10.83,13.24,,,14.7
1998-11-28,,,,,,,,,,,,,,,,,,220.73,,,,,,,,86.921,,68.079,50.203,50.779,96.015,99.087,99.6,,,31.292,,,,,,,14.7,,11.48,7.98,5.408,6.377,6.975,10.49,,,4.8,,,,,,,,,15.4,15.17,10.62,9.38,10.49,12.91,,,13.2
1998-11-29,,,,,,,,,,,,,,,,,,206.71,,,,,,,,89.544,,85.958,70.764,60.031,97.015,100.0,99.822,,,24.708,,,,,,,15.51,,7.336,3.621,1.794,4.631,6.105,9.47,,,3.4,,,,,,,,,14.65,11.18,7.127,8.15,9.654,12.29,,,13.1
1998-11-30,,,,,,,,,,,,,,,,,,188.24,,,,,,,,74.978,,79.15,67.786,59.076,99.817,100.0,99.653,,,8.875,,,,,,,14.64,,6.842,3.579,1.722,3.589,5.538,9.06,,,3.3,,,,,,,,,14.47,10.26,7.717,8.11,9.48,12.1,,,10.1
1998-12-01,,,,,,,,,,,,,,,,,,196.17,,,,,,,,86.958,,27.713,17.685,13.203,57.175,80.781,99.604,,,5.375,,,,,,,14.51,,10.41,6.161,4.244,5.777,6.52,9.37,,,3.5,,,,,,,21.4,,18.25,,,10.91,11.45,11.77,,,
1998-12-02,,,,,,,,,,,,,,,,,,215.99,,,,,,,,73.428,,53.346,42.993,40.945,76.286,97.642,99.657,,,15.042,,,,,,,14.23,,9.031,6.083,2.602,5.1,5.93,9.25,,,3.9,,,,,,,22.09,,15.22,,,,9.25,11.83,,,11.2
1998-12-03,,,,,,,,,,,,,,,,,,225.19,,,,,,,,81.853,,81.429,77.406,76.706,100.0,100.0,99.23,,,33.667,,,,,,,16.57,,8.997,5.389,2.313,5.08,7.05,10.3,,,1.9,,,,,,,22.69,,16.54,,,8.02,9.47,12.09,,,
1998-12-04,,,,,,,,,,,,,,,,,,207.09,,,,,,,,81.305,,91.208,95.559,95.465,100.0,100.0,94.278,,,32.5,,,,,,,15.95,,8.551,4.431,1.946,5.137,6.987,10.3,,,1.7,,,,,,,23.76,,12.98,8.046,5.094,,,11.59,,,8.5
1998-12-05,,,,,,,,,,,,,,,,,,265.77,,,,,,,,88.846,,97.85,97.518,98.336,100.0,100.0,93.196,,,74.708,,,,,,,15.92,,10.0,6.52,3.806,5.85,7.37,10.43,,,1.3,,,,,,,21.2,,12.39,8.478,5.885,7.51,8.98,11.55,,,7.9
1998-12-06,,,,,,,,,,,,,,,,,,279.56,,,,,,,,87.462,,74.858,52.331,47.584,100.0,100.0,93.279,,,56.167,,,,,,,16.04,,8.935,7.007,4.589,5.315,7.21,10.04,,,2.4,,,,,,,22.1,,15.22,14.93,11.18,8.62,,12.38,,,10.3
1998-12-07,,,,,,,,,,,,,,,,,,270.58,,,,,,,,91.346,,56.942,22.812,11.287,100.0,100.0,93.825,,,35.917,,,,,,,15.92,,10.18,9.534,7.704,5.485,7.14,10.16,,,4.8,,,,,,,20.96,,14.93,15.01,11.22,9.09,10.35,12.81,,,11.3
1998-12-08,,,,,,,,,,,,,,,,,,284.48,,,,,,,,90.266,,83.971,39.47,19.793,95.52,100.0,98.779,,,,,,,,,,16.91,,9.5,7.712,6.185,6.637,8.56,11.3,,,5.3,,,,,,,20.58,,13.28,14.46,11.7,10.66,10.17,12.72,,,10.7
1998-12-09,,,,,,,,,,,,,,,,,,265.18,,,,,,,,95.915,,85.421,66.297,58.981,99.363,100.0,100.0,,,37.375,,,,,,,16.47,,8.621,7.972,4.168,6.419,8.3,11.27,,,5.6,,,,,,,21.29,,14.2,10.19,8.398,8.95,10.39,12.54,,,11.5
1998-12-10,,,,,,,,,,,,,,,,,,275.4,,,,,,,,94.836,,47.913,26.945,34.131,85.978,99.975,100.0,,,25.875,,,,,,,15.37,,10.08,7.944,5.111,4.814,5.394,9.26,,,4.4,,,,,,,21.3,,17.38,14.12,9.928,8.23,9.7,,,,9.6
1998-12-11,,,,,,,,,,,,,,,,,,228.57,,,,,,,,88.096,,31.883,6.8992,7.4647,63.767,97.742,100.0,,,15.417,,,,,,,14.68,,12.08,8.149,4.796,5.981,6.221,9.56,,,6.0,,,,,,,,,18.41,17.23,12.12,10.14,9.58,11.94,,,14.1
1998-12-12,,,,,,,,,,,,,,,,,,196.6,,,,,,,,88.608,,26.179,8.0736,9.8369,73.212,94.825,100.0,,,14.167,,,,,,,14.38,,11.74,9.296,6.768,5.484,6.744,9.3,,,4.8,,,,,,,,,15.71,14.8,10.27,9.25,9.66,12.24,,,13.7
1998-12-13,,,,,,,,,,,,,,,,,,196.42,,,,,,,,87.742,,7.0333,2.1306,2.9183,25.111,65.882,100.0,,,10.542,,,,,,,14.09,,14.11,9.523,6.59,5.856,6.242,9.22,,,5.0,,,,,,,,,20.37,16.21,13.51,12.33,13.21,12.06,,,13.4
1998-12-14,,,,,,,,,,,,,,,,,,206.77,,,,,,,,87.946,,22.854,3.6801,5.5714,18.592,62.49,100.0,,,20.667,,,,,,,15.13,,8.345,11.0,6.992,5.625,6.251,9.39,,,6.5,,,,,,,,,22.88,18.66,14.22,16.8,18.69,12.44,,,14.6
1998-12-15,,,,,,,,,,,,,,,,,,201.22,,,,,,,,73.448,,84.358,46.812,43.756,46.623,90.978,100.0,,,17.708,,,,,,,16.66,,4.541,6.442,3.508,6.029,5.602,8.09,,,3.4,,,,,,,,,14.11,12.64,11.63,13.7,12.43,14.8,,,10.3
1998-12-16,,,,,,,,,,,,,,,,,,208.61,,,,,,,,96.465,,76.963,43.263,27.643,55.745,63.37,97.992,,,,,,,,,,13.1,,6.051,4.464,2.438,5.77,7.31,7.79,,,1.1,,,,,,,,,14.36,12.54,8.808,10.76,14.19,13.81,,,8.4
1998-12-17,,,,,,,,,,,,,,,,,,229.06,,,,,,,,82.449,,58.896,20.18,13.525,17.912,44.794,76.165,,,29.083,,,,,,,15.22,,4.692,5.838,4.484,6.295,7.32,6.836,,,1.4,,,,,,,,,11.79,12.3,10.83,11.81,13.75,14.87,,,9.6
1998-12-18,,,,,,,,,,,,,,,,,,229.49,,,,,,,,78.623,,68.188,38.705,16.979,44.678,69.964,86.375,,,37.792,,,,,,,15.58,,6.016,6.378,5.91,5.828,7.97,9.03,,,3.6,,,,,,,,,12.79,12.58,11.86,12.24,15.19,14.64,,,9.5
1998-12-19,,,,,,,,,,,,,,,,,,227.58,,,,,,,,75.168,,43.0,12.285,17.899,2.7956,28.734,75.883,,,42.917,,,,,,,14.91,,6.035,7.499,5.649,8.11,8.18,7.8,,,2.6,,,,,,,,,15.48,13.53,10.36,11.56,14.66,14.84,,,9.9
1998-12-20,,,,,,,,,,,,,,,,,,229.44,,,,,,,,89.472,,56.717,56.406,65.854,13.327,75.669,92.404,,,55.958,,,,,,,15.09,,11.32,7.67,5.368,6.751,8.49,10.98,,,2.7,,,,,,,,,16.04,14.63,9.239,13.55,16.23,12.92,,,9.2
1998-12-21,,,,,,,,,,,,,,,,,,224.63,,,,,,,,94.252,,79.908,64.427,60.32,70.507,79.382,97.695,,,41.667,,,,,,,15.25,,9.341,6.942,4.388,6.605,7.98,8.92,,,3.1,,,,,,,,,15.38,12.71,9.814,10.99,14.14,13.0,,,9.2
1998-12-22,,,,,,,,,,,,,,,,,,235.62,,,,,,,,91.047,,77.283,71.81,74.538,79.979,85.983,99.107,,,37.583,,,,,,,14.74,,8.719,6.174,3.21,6.565,8.08,8.48,,,2.0,,,,,,,,,14.74,12.85,7.445,9.51,10.38,12.61,,,7.5
1998-12-23,,,,,,,,,,,,,,,,,,197.52,,,,,,,,89.524,,91.187,58.441,43.324,91.225,100.0,99.56,,,20.25,,,,,,,14.49,,5.691,5.362,2.768,5.052,6.756,10.0,,,3.9,,,,,,,,,12.41,12.48,8.304,11.37,9.52,11.46,,,10.2
1998-12-24,,,,,,,,,,,,,,,,,,195.89,,,,,,,,83.521,,87.292,56.131,51.768,100.0,100.0,99.61,,,,,,,,,,14.82,,4.747,5.162,3.734,3.796,5.952,9.34,,,3.3,,,,,,,,,13.05,14.12,11.12,8.15,9.11,11.98,,,12.2
1998-12-25,,,,,,,,,,,,,,,,,,229.38,,,,,,,,98.601,,97.825,92.651,81.306,97.85,98.187,98.628,,,37.75,,,,,,,15.64,,7.901,4.958,2.421,4.708,5.898,8.11,,,2.1,,,,,,,,,12.32,11.21,8.224,9.02,10.7,12.29,,,8.1
1998-12-26,,,,,,,,,,,,,,,,,,200.06,,,,,,,,90.144,,61.354,36.893,34.653,59.41,73.407,97.932,,,17.458,,,,,,,13.15,,4.786,4.535,1.55,4.365,4.615,7.17,,,1.4,,,,,,,,,12.97,12.14,7.376,7.63,9.0,11.39,,,8.8
1998-12-27,,,,,,,,,,,,,,,,,,218.19,,,,,,,,76.443,,65.079,30.672,26.757,64.895,78.591,93.017,,,,,,,,,,13.5,,3.741,6.106,2.882,4.705,3.988,7.78,,,1.9,,,,,,,,,12.51,12.54,8.626,10.41,13.29,16.42,,,7.4
1998-12-28,,,,,,,,,,,,,,,,,,239.03,,,,,,,,78.628,,92.083,83.171,91.379,91.379,92.025,91.747,,,62.708,,,,,,,15.0,,6.197,5.566,3.042,6.411,7.68,9.17,,,1.0,,,,,,,,,13.6,11.26,7.677,11.88,14.4,16.03,,,8.1
1998-12-29,,,,,,,,,,,,,,,,,,213.56,,,,,,,,87.61,,84.067,61.191,50.962,64.321,74.867,94.174,,,37.083,,,,,,,14.92,,7.064,5.399,3.068,6.247,7.71,8.64,,,-0.3,,,,,,,,,14.44,13.35,8.717,12.16,13.41,16.59,,,8.5
1998-12-30,,,,,,,,,,,,,,,,,,222.11,,,,,,,,82.324,,71.633,53.371,62.347,50.64,53.092,64.696,,,39.583,,,,,,,16.44,,9.149,6.939,3.131,7.34,9.77,8.55,,,0.9,,,,,,,,,14.18,13.26,7.977,12.59,18.06,20.85,,,9.3
1998-12-31,,,,,,,,,,,,,,,,,,268.0,,,,,,,,88.284,,94.004,93.417,98.741,91.888,90.108,86.041,,,54.0,,,,,,,16.8,,9.821,6.035,2.472,6.872,8.48,9.93,,,2.9,,,,,,,,,12.25,9.573,7.177,9.26,12.47,13.84,,,8.5
1999-01-01,,,,,,,,,,,,,,,,,,213.22,,,,,,,,92.77,,89.404,67.61,62.302,79.298,83.383,95.746,,,45.625,,,,,,,14.43,,7.144,6.302,3.316,7.95,8.7,9.68,,,0.8,,,,,,,,,13.44,10.61,,,15.69,18.51,,,8.4
1999-01-02,,,,,,,,,,,,,,,,,,198.67,,,,,,,,70.948,,33.392,14.322,14.244,2.4287,19.438,66.581,,,15.917,,,,,,,12.88,,6.445,6.01,3.301,7.95,8.46,7.25,,,-0.9,,,,,,,20.31,,15.41,12.84,8.511,12.15,16.28,17.48,,,7.6
1999-01-03,,,,,,,,,,,,,,,,,,216.53,,,,,,,,65.951,,28.917,17.302,17.723,9.4067,23.711,41.071,,,18.042,,,,,,,13.66,,7.394,6.494,3.029,7.75,9.08,9.35,,,0.7,,,,,,,20.32,,15.32,12.5,8.106,12.94,17.2,17.91,,,8.3
1999-01-04,,,,,,,,,,,,,,,,,,230.8,,,,,,,,86.901,,49.842,45.126,54.689,41.147,51.128,59.158,,,32.583,,,,,,,14.83,,8.923,6.006,2.857,5.99,7.84,10.14,,,0.3,,,,,,,19.7,,14.68,,,13.07,17.58,16.19,,,
1999-01-05,,,,,,,,,,,,,,,,,,229.24,,,,,,,,89.554,,76.946,66.114,71.65,68.718,76.25,81.317,,,59.25,,,,,,,15.16,,8.107,5.715,2.706,6.576,8.27,9.23,,,1.0,,,,,,,,,15.18,12.03,7.864,11.38,14.88,16.89,,,7.8
1999-01-06,,,,,,,,,,,,,,,,,,256.02,,,,,,,,91.373,,86.529,83.307,87.193,79.553,79.865,80.014,,,65.958,,,,,,,15.8,,8.797,7.01,4.504,8.1,9.7,9.81,,,2.6,,,,,,,20.29,,15.72,12.47,9.852,13.0,17.16,16.69,,,9.1
1999-01-07,,,,,,,,,,,,,,,,,,266.89,,,,,,,,94.35,,94.329,89.772,88.992,92.075,90.387,87.484,,,68.125,,,,,,,15.28,,8.159,6.822,4.03,6.984,8.55,9.9,,,2.4,,,,,,,19.73,,13.34,10.89,9.918,12.97,14.72,17.96,,,8.1
1999-01-08,,,,,,,,,,,,,,,,,,290.72,,,,,,,,93.014,,99.146,77.346,87.11,94.821,96.517,93.795,,,67.125,,,,,,,16.44,,8.682,7.133,3.986,6.395,7.9,10.69,,,2.7,,,,,,,20.47,,12.3,11.66,5.517,8.81,10.98,15.88,,,7.1
1999-01-09,,,,,,,,,,,,,,,,,,265.66,,,,,,,,95.801,,84.871,64.943,63.082,78.736,93.605,99.11,,,65.167,,,,,,,14.22,,5.967,6.138,3.425,6.168,7.34,9.78,,,2.3,,,,,,,21.27,,14.62,11.29,7.141,,11.93,13.4,,,6.9
1999-01-10,,,,,,,,,,,,,,,,,,198.34,,,,,,,,74.081,,46.054,10.642,6.4938,16.113,57.854,96.674,,,25.458,,,,,,,14.37,,5.268,4.935,4.142,7.77,7.42,5.454,,,0.5,,,,,,,21.96,,15.75,16.0,11.04,,16.71,,,,8.8
1999-01-11,,,,,,,,,,,,,,,,,,191.0,,,,,,,,66.11,,23.033,7.5587,8.9149,0.20167,9.0561,59.68,,,21.083,,,,,,,13.68,,5.239,7.061,6.686,9.24,8.51,6.249,,,3.1,,,,,,,20.72,,18.06,16.07,11.68,13.99,17.12,17.31,,,10.7
1999-01-12,,,,,,,,,,,,,,,,,,211.03,,,,,,,,78.83,,24.65,11.686,12.627,1.121,6.5898,66.798,,,17.083,,,,,,,14.55,,10.24,8.642,6.845,11.33,13.27,6.393,,,3.8,,,,,,,20.6,,18.68,,,16.88,20.28,16.7,,,
1999-01-13,,,,,,,,,,,,,,,,,,218.74,,,,,,,,89.156,,13.213,8.5534,10.389,0.20167,8.9609,47.95,,,15.917,,,,,,,13.98,,13.7,10.15,8.323,10.1,12.19,6.933,,,5.4,,,,,,,19.33,,20.06,,,13.42,15.62,18.38,,,
1999-01-14,,,,,,,,,,,,,,,,,,211.09,,,,,,,,89.976,,18.442,13.665,16.786,0.20192,74.677,97.631,,,10.0,,,,,,,13.28,,12.27,7.932,4.633,4.487,6.413,9.42,,,5.0,,,,,,,20.81,,19.6,,,10.96,12.34,12.15,,,
1999-01-15,,,,,,,,,,,,,,,,,,206.98,,,,,,,,87.066,,62.225,68.136,73.146,91.9,100.0,99.693,,,50.583,,,,,,,14.51,,9.553,5.235,1.851,3.838,5.993,9.67,,,0.3,,,,,,,23.18,,13.99,,,7.02,8.37,11.53,,,
1999-01-16,,,,,,,,,,,,,,,,,,254.32,,,,,,,,89.265,,80.121,69.456,55.198,68.79,79.649,98.943,,,,,,,,,,15.06,,7.407,5.788,3.098,5.899,7.19,9.88,,,-0.4,,,,,,,21.14,,13.22,,,13.03,14.5,14.0,,,
1999-01-17,,,,,,,,,,,,,,,,,,226.9,,,,,,,,87.905,,74.158,65.115,65.567,62.922,64.544,74.778,,,49.708,,,,,,,15.36,,7.536,6.532,3.196,6.319,7.52,10.39,,,0.8,,,,,,,21.89,,16.46,,,14.58,18.5,16.88,,,
1999-01-18,,,,,,,,,,,,,,,,,,205.76,,,,,,,,90.338,,56.938,47.276,38.489,46.825,50.783,48.283,,,22.292,,,,,,,14.87,,8.496,7.955,3.786,9.11,11.24,10.82,,,6.2,,,,,,,21.62,,17.77,,,14.73,15.93,20.45,,,
1999-01-19,,,,,,,,,,,,,,,,,,209.44,,,,,,,,90.673,,29.513,27.404,32.977,28.719,35.953,61.216,,,9.5,,,,,,,15.04,,12.43,9.672,5.337,8.78,10.91,10.95,,,5.1,,,,,,,21.21,,20.96,,,15.55,16.67,20.22,,,
1999-01-20,,,,,,,,,,,,,,,,,,212.4,,,,,,,,96.035,,35.363,30.689,37.239,19.645,32.56,62.684,,,32.917,,,,,,,15.16,,10.86,8.536,4.517,9.82,10.54,9.72,,,3.0,,,,,,,20.88,,18.83,,,13.79,17.38,20.08,,,
1999-01-21,,,,,,,,,,,,,,,,,,218.88,,,,,,,,88.598,,63.933,33.173,28.936,67.184,86.383,98.569,,,29.083,,,,,,,14.98,,9.216,6.351,2.983,4.708,6.562,9.57,,,2.8,,,,,,,21.14,,13.93,,,9.49,10.63,11.15,,,
1999-01-22,,,,,,,,,,,,,,,,,,232.85,,,,,,,,89.683,,89.804,89.656,90.294,100.0,100.0,99.463,,,48.458,,,,,,,15.19,,9.169,5.181,1.937,4.387,6.205,10.08,,,1.7,,,,,,,21.35,,12.98,,,8.64,10.0,12.46,,,
1999-01-23,,,,,,,,,,,,,,,,,,220.72,,,,,,,,85.492,,78.021,65.224,58.969,100.0,100.0,99.536,,,47.75,,,,,,,15.29,,8.87,3.871,1.05,3.24,5.298,9.09,,,0.5,,,,,,,21.3,,14.38,,,7.07,8.6,10.99,,,
1999-01-24,,,,,,,,,,,,,,,,,,220.84,,,,,,,,87.207,,90.783,82.956,75.905,100.0,100.0,99.554,,,,,,,,,,14.64,,7.276,3.86,1.027,3.845,5.606,8.8,,,,,,,,,,21.15,,10.7,,,7.53,8.86,11.47,,,
1999-01-25,,,,,,,,,,,,,,,,,,234.11,,,,,,,,86.093,,82.321,63.56,69.28,100.0,100.0,99.64,,,,,,,,,,13.41,,7.621,5.741,1.652,3.456,5.292,8.4,,,,,,,,,,22.14,,13.75,,,7.57,8.94,11.38,,,
1999-01-26,,,,,,,,,,,,,,,,,,221.1,,,,,,,,91.567,,90.783,72.262,64.246,100.0,100.0,99.77,,,,,,,,,,14.52,,8.036,4.466,1.74,3.995,5.757,9.27,,,,,,,,,,20.76,,12.3,,,6.858,8.27,10.96,,,
1999-01-27,,,,,,,,,,,,,,,,,,203.61,,,,,,,,80.804,,68.0,46.299,39.483,96.633,99.85,99.081,,,,,,,,,,14.28,,5.324,3.567,1.623,2.87,4.919,8.18,,,,,,,,,,21.14,,12.42,,,6.574,7.7,11.18,,,
1999-01-28,,,,,,,,,,,,,,,,,,233.97,,,,,,,,87.604,,85.888,80.6,85.782,100.0,100.0,99.423,,,,,,,,,,14.28,,7.081,3.322,1.012,3.855,5.752,9.17,,,,,,,,,,20.88,,12.77,,,6.308,8.21,11.16,,,
1999-01-29,,,,,,,,,,,,,,,,,,192.86,,,,,,,,86.06,,90.354,78.961,73.717,100.0,100.0,99.671,,,,,,,,,,14.07,,5.744,2.42,0.4613,2.601,4.294,7.72,,,,,,,,,,20.72,,11.4,,,5.63,7.17,10.2,,,
1999-01-30,,,,,,,,,,,,,,,,,,213.79,,,,,,,,82.111,,80.988,76.076,78.038,91.941,98.092,99.459,,,,,,,,,,13.62,,7.649,4.112,0.665,2.584,4.079,7.6,,,-0.9,,,,,,,20.7,,11.78,,,7.64,8.95,11.97,,,
1999-01-31,,,,,,,,,,,,,,,,,,284.6,,,,,,,,98.296,,96.558,97.495,98.979,100.0,100.0,99.644,,,,,,,,,,15.15,,9.526,5.353,2.337,5.847,7.42,10.72,,,-0.3,,,,,,,19.05,,11.17,,,7.39,8.85,11.63,,,
1999-02-01,,,,,,,,,,,,,,,,,,244.39,,,,,,,,93.428,,,,,100.0,100.0,99.738,,,,,,,,,,15.04,,,,,4.256,5.696,9.15,,,-0.1,,,,,,,,,,,,,8.34,11.05,,,1.6
1999-02-02,,,,,,,,,,,,,,,,,,238.78,,,,,,,,,,,,,100.0,100.0,99.86,,,,,,,,,,,,,,,2.624,4.574,8.09,,,-0.7,,,,,,,,,,,,6.273,7.71,10.48,,,3.3
1999-02-03,,,,,,,,,,,,,,,,,,214.08,,,,,,,,,,,,,81.815,100.0,99.573,,,,,,,,,,,,,,,2.172,4.024,7.58,,,-1.7,,,,,,,,,,,,4.545,6.042,9.03,,,2.4
1999-02-04,,,,,,,,,,,,,,,,,,204.36,,,,,,,,,,,,,97.792,100.0,99.019,,,67.208,,,,,,,,,,,,2.73,4.412,7.87,,,-1.7,,,,,,,,,,,,4.988,6.514,9.7,,,
1999-02-05,,,,,,,,,,,,,,,,,,182.57,,,,,,,,77.064,,,,,100.0,100.0,98.789,,,,,,,,,,13.98,,,,,3.018,4.767,8.07,,,,,,,,,,,,,,,6.348,7.75,10.46,,,
1999-02-06,,,,,,,,,,,,,,,,,,178.52,,,,,,,,84.678,,,,,47.632,72.756,98.199,,,,,,,,,,14.17,,,,,4.58,5.409,7.9,,,,,,,,,,21.04,,,,,9.82,10.02,10.9,,,
1999-02-07,,,,,,,,,,,,,,,,,,188.97,,,,,,,,84.925,,,20.927,,69.033,99.4,98.639,,,,,,,,,,13.42,,,7.416,,4.542,5.112,8.28,,,,,,,,,,21.57,,,13.44,,9.53,7.94,10.04,,,
1999-02-08,,,,,,,,,,,,,,,,,,186.09,,,,,,,,85.804,,,19.527,,90.721,100.0,99.226,,,,,,,,,,13.79,,,6.97,,3.253,5.115,8.29,,,,,,,,,,21.06,,,13.29,,6.28,6.387,9.32,,,
1999-02-09,,,,,,,,,,,,,,,,,,194.36,,,,,,,,83.741,,,7.4406,,52.119,83.386,99.324,,,17.208,,,,,,,13.58,,,8.521,,3.635,5.241,8.32,,,3.2,,,,,,,20.59,,,16.03,,,11.07,10.7,,,11.5
1999-02-10,,,,,,,,,,,,,,,,,,202.51,,,,,,,,84.839,,,10.201,8.0344,8.895,33.011,97.492,,,25.792,,,,,,,14.16,,,8.742,5.559,10.06,7.43,5.951,,,1.9,,,,,,,20.14,,,14.7,13.64,,16.74,,,,11.8
1999-02-11,,,,,,,,,,,,,,,,,,195.11,,,,,,,,86.173,,,32.495,22.196,41.765,60.139,91.178,,,21.25,,,,,,,13.06,,,5.765,2.763,4.629,6.283,5.308,,,0.6,,,,,,,21.27,,,12.37,9.401,11.94,13.38,12.64,,,10.0
1999-02-12,,,,,,,,,,,,,,,,,,241.45,,,,,,,,94.111,,,90.116,97.107,83.051,92.845,99.2,,,,,,,,,,14.3,,,3.139,0.855,1.808,2.95,6.408,,,-0.7,,,,,,,19.16,,,,,5.862,7.36,10.16,,,
1999-02-13,,,,,,,,,,,,,,,,,,214.03,,,,,,,,73.751,,,73.054,75.231,68.062,77.433,96.0,,,,,,,,,,13.93,,,2.918,0.4404,3.144,4.697,6.472,,,-2.5,,,,,,,21.3,,,,,8.58,8.92,9.86,,,
1999-02-14,,,,,,,,,,,,,,,,,,189.33,,,,,,,,84.243,,,39.494,31.256,94.689,99.946,99.572,,,33.167,,,,,,,14.1,,,4.422,2.158,4.331,6.082,9.42,,,0.1,,,,,,,21.22,,,,,8.96,9.79,12.72,,,
1999-02-15,,,,,,,,,,,,,,,,,,201.92,,,,,,,,87.545,,71.846,38.697,18.854,60.227,82.032,99.3,,,35.25,,,,,,,15.07,,5.493,7.032,3.292,5.578,6.94,9.24,,,0.7,,,,,,,21.77,,13.28,,,13.22,14.44,14.37,,,
1999-02-16,,,,,,,,,,,,,,,,,,194.89,,,,,,,,88.521,,71.638,30.481,8.3847,33.082,59.08,97.231,,,20.958,,,,,,,14.44,,5.378,7.226,4.418,7.36,8.15,8.24,,,3.2,,,,,,,20.66,,13.07,,,13.93,15.12,14.88,,,
1999-02-17,,,,,,,,,,,,,,,,,,218.73,,,,,,,,81.357,,64.646,36.678,15.292,48.064,68.907,81.892,,,36.5,,,,,,,13.63,,5.434,5.826,4.792,6.67,7.91,6.65,,,2.7,,,,,,,21.26,,14.79,,,13.45,15.04,17.86,,,
1999-02-18,,,,,,,,,,,,,,,,,,245.49,,,,,,,,92.021,,88.442,64.966,49.451,92.973,95.153,98.262,,,,,,,,,,15.31,,5.747,6.449,3.233,6.295,7.96,10.12,,,0.5,,,,,,,20.99,,12.78,,,9.77,10.81,14.98,,,
1999-02-19,,,,,,,,,,,,,,,,,,253.54,,,,,,,,95.653,,94.717,81.458,76.271,93.361,96.775,99.262,,,70.958,,,,,,,15.32,,6.584,6.341,3.349,7.02,8.29,10.84,,,-0.4,,,,,,,21.42,,14.03,,,8.92,10.81,12.9,,,
